1,0,0.91181899,9310
2,0,0.9084,9510
3,0,0.8975,7965
4,0,0.9084,7984
5,0,0.9199,9568
6,0,0.9293,5648
7,0,0.9217,7968
8,0,0.9084,7048
9,0,0.9191,7107
10,7,0.9217,2425
11,7,0.9245,4556
12,7,0.9228,6237
13,6,0.9293,6244
14,6,0.9175,6343
15,6,0.9026,6343
16,5,0.9199,5167
17,5,0.913,5377
18,5,0.9296,7587
19,6,0.9293,6244
20,18,0.914,4254
21,18,0.9296,3536
22,18,0.9111,4108
23,19,0.929,4625
24,19,0.9293,2294
25,19,0.9008,5017
26,11,0.9245,2013
27,11,0.9165,3957
28,11,0.9165,2061
29,18,0.9296,3536
30,29,0.9296,757
31,29,0.9163,759
32,29,0.9224,773
33,23,0.929,2758
34,23,0.929,2667
35,23,0.9436,2516
36,6,0.9293,3283
37,6,0.9311,3271
38,6,0.9341,3229
39,35,0.9436,2359
40,35,0.918,1996
41,35,0.9105,2010
42,37,0.9311,1123
43,37,0.9094,1259
44,37,0.9311,1199
45,38,0.9341,1270
46,38,0.924,1412
47,38,0.9379,1363
48,35,0.9436,2359
49,38,0.9341,1270
50,48,0.9436,1049
51,48,0.9155,1012
52,48,0.9167,1034
53,47,0.9379,442
54,47,0.9194,447
55,47,0.934,105
56,49,0.9341,85
57,49,0.9183,281
58,49,0.9304,74
59,47,0.9379,442
60,35,0.9436,218
61,35,0.9248,204
62,35,0.9188,229
63,59,0.9379,974
64,59,0.9292,962
65,59,0.9196,964
66,38,0.9341,2573
67,38,0.9275,2643
68,38,0.9208,2637
69,35,0.9436,218
70,38,0.9341,2573
71,69,0.9436,1712
72,69,0.9183,918
73,69,0.9138,1809
74,47,0.9379,2406
75,47,0.9323,2397
76,47,0.9216,2422
77,70,0.9341,2847
78,70,0.9142,2857
79,70,0.916,2519
80,47,0.9379,2406
81,35,0.9436,1884
82,35,0.9292,1771
83,35,0.9186,1999
84,80,0.9354,2275
85,80,0.9379,2496
86,80,0.9265,2519
87,38,0.9319,2893
88,38,0.9341,3095
89,38,0.915,3084
90,35,0.9436,1884
91,90,0.9436,1530
92,90,0.9112,1353
93,90,0.9377,1348
94,84,0.9354,1818
95,84,0.9377,2024
96,84,0.9371,2115
97,47,0.9379,1818
98,47,0.9283,2024
99,47,0.9287,2115
100,47,0.9379,1818
101,93,0.9377,319
102,93,0.9126,313
103,93,0.9352,394
104,35,0.9436,365
105,35,0.9055,359
106,35,0.9291,450
107,100,0.9379,552
108,100,0.9338,541
109,100,0.9189,521
110,35,0.9436,365
111,93,0.9377,319
112,111,0.9377,1284
113,111,0.9213,1332
114,111,0.9337,1338
115,110,0.9436,1406
116,110,0.9261,1463
117,110,0.9353,1467
118,47,0.9379,3
119,47,0.9321,3
120,47,0.9141,3
121,47,0.9379,3
122,93,0.9377,11
123,93,0.9216,17
124,93,0.9391,11
125,35,0.9436,11
126,35,0.923,17
127,35,0.9346,11
128,121,0.9379,21
129,121,0.93,21
130,121,0.9319,19
131,35,0.9436,11
132,124,0.9391,4
133,124,0.9349,320
134,124,0.9297,4
135,131,0.9436,4
136,131,0.9311,372
137,131,0.9181,4
138,47,0.9379,603
139,47,0.9379,5
140,47,0.9218,572
141,124,0.9391,4
142,47,0.9379,603
143,141,0.9391,287
144,141,0.9341,279
145,141,0.9391,301
146,35,0.9436,339
147,35,0.9172,331
148,35,0.9436,353
149,142,0.9379,148
150,142,0.9325,422
151,142,0.9303,353
152,35,0.9436,339
153,124,0.9391,72
154,124,0.9098,87
155,124,0.905,87
156,152,0.9436,80
157,152,0.9239,95
158,152,0.9266,95
159,47,0.9379,28
160,47,0.924,28
161,47,0.924,28
162,124,0.9391,72
163,47,0.9379,28
164,162,0.9391,377
165,162,0.9332,377
166,162,0.9042,351
167,35,0.9436,427
168,35,0.9415,427
169,35,0.9315,401
170,163,0.9248,1226
171,163,0.9334,1235
172,163,0.9379,1170
173,35,0.9436,427
174,124,0.9391,482
175,124,0.9277,482
176,124,0.9115,112
177,173,0.9436,559
178,173,0.9349,559
179,173,0.9246,531
180,168,0.9415,559
181,168,0.9371,559
182,168,0.9223,531
183,168,0.9415,559
184,124,0.9391,482
185,184,0.9391,143
186,184,0.9274,112
187,184,0.9261,118
188,35,0.9436,177
189,35,0.9265,163
190,35,0.9316,163
191,183,0.9415,177
192,183,0.9282,169
193,183,0.9283,169
194,35,0.9436,177
195,124,0.9391,530
196,124,0.9343,2
197,124,0.9304,559
198,194,0.9436,641
199,194,0.9328,2
200,194,0.9286,670
201,168,0.9415,641
202,168,0.9367,2
203,168,0.9296,670
204,168,0.9415,641
205,124,0.9391,530
206,205,0.9391,4
207,205,0.9353,4
208,205,0.9353,4
209,35,0.9436,4
210,35,0.9388,4
211,35,0.9388,4
212,204,0.9415,4
213,204,0.9343,4
214,204,0.9343,4
215,35,0.9436,4
216,124,0.9391,1
217,124,0.9224,1
218,124,0.9391,2
219,215,0.9436,1
220,215,0.9331,1
221,215,0.9436,2
222,168,0.9415,1
223,168,0.9297,1
224,168,0.9415,2
225,168,0.9415,2
226,124,0.9391,2
227,226,0.9365,20
228,226,0.9391,22
229,35,0.9439,34
230,35,0.9436,36
231,225,0.937,34
232,225,0.9415,36
233,35,0.9436,36
234,229,0.9439,267
235,229,0.9442,269
236,229,0.9442,263
237,233,0.9436,271
238,233,0.9342,273
239,233,0.9411,267
240,168,0.9415,271
241,168,0.937,273
242,168,0.9338,267
243,229,0.9439,267
244,243,0.9439,14
245,243,0.9254,17
246,243,0.9338,9
247,35,0.9436,15
248,35,0.9229,18
249,35,0.9354,10
250,235,0.9442,14
251,235,0.9347,17
252,235,0.9278,9
253,235,0.9442,14
254,35,0.9436,15
255,229,0.9439,65
256,229,0.9306,67
257,229,0.9364,62
258,254,0.9436,69
259,254,0.9348,71
260,254,0.9349,65
261,253,0.9442,67
262,253,0.9266,69
263,253,0.9367,64
264,229,0.9439,65
265,264,0.9439,116
266,264,0.9389,116
267,264,0.9401,128
268,35,0.9436,1
269,35,0.9409,1
270,35,0.9402,1
271,235,0.9442,116
