1,0,0.89,1974
2,0,0.907,1974
3,0,0.9076,2282
4,0,0.9129,2371
5,0,0.8947,2371
6,5,0.9195,1976
7,5,0.9083,1947
8,5,0.9193,1957
9,4,0.9135,1947
10,4,0.921,1445
11,4,0.8935,1957
12,1,0.9277,1721
13,1,0.9217,1734
14,1,0.9197,1727
15,1,0.9235,1740
16,3,0.9014,1942
17,3,0.9225,1862
18,3,0.9303,1953
19,3,0.9075,1785
20,2,0.9202,1710
21,2,0.8959,1723
22,2,0.9209,1716
23,2,0.9105,1729
24,18,0.9218,1704
25,18,0.9264,1496
26,18,0.9263,1589
27,18,0.9181,1711
28,15,0.9106,1268
29,15,0.8924,1268
30,15,0.9119,1411
31,15,0.9109,1319
32,13,0.9075,910
33,13,0.8995,910
34,13,0.9159,1246
35,13,0.8994,917
36,17,0.9305,1551
37,17,0.9286,1501
38,17,0.9066,1501
39,17,0.9182,1381
40,12,0.917,1400
41,12,0.916,1262
42,12,0.9019,1262
43,12,0.9096,1405
44,18,0.9303,1695
45,12,0.9277,1350
46,44,0.93,1381
47,44,0.931,917
48,44,0.92,994
49,44,0.9434,917
50,25,0.9088,912
51,25,0.9235,912
52,25,0.9295,989
53,25,0.9112,912
54,37,0.9207,1494
55,37,0.905,1390
56,37,0.9143,1060
57,37,0.9244,903
58,36,0.8806,1541
59,36,0.9076,1438
60,36,0.9042,1232
61,36,0.897,1224
62,45,0.9366,1388
63,45,0.8794,1449
64,45,0.9434,1449
65,45,0.9107,1462
66,36,0.9305,937
67,62,0.9042,1047
68,62,0.9235,1038
69,62,0.9254,1069
70,62,0.9404,1057
71,47,0.9392,1245
72,47,0.9156,1077
73,47,0.9199,1203
74,47,0.9169,1215
75,64,0.9471,1002
76,64,0.9277,1152
77,64,0.9336,887
78,64,0.9277,1141
79,49,0.9179,1077
80,49,0.937,1200
81,49,0.9073,1265
82,49,0.9329,1200
83,66,0.9076,1006
84,66,0.9294,839
85,66,0.9199,1032
86,66,0.8739,1012
87,64,0.9434,1002
88,49,0.9434,1198
89,71,0.9347,744
90,71,0.9229,760
91,71,0.9345,781
92,71,0.9224,398
93,87,0.916,158
94,87,0.9323,158
95,87,0.9355,221
96,87,0.9221,221
97,75,0.9289,158
98,75,0.9247,158
99,75,0.9451,221
100,75,0.914,221
101,70,0.9312,245
102,70,0.9344,192
103,70,0.9233,194
104,70,0.9452,227
105,88,0.8852,249
106,88,0.9266,126
107,88,0.9192,164
108,75,0.9471,221
109,87,0.9434,221
110,88,0.9434,221
111,109,0.9311,607
112,109,0.9354,40
113,108,0.939,228
114,108,0.9267,40
115,108,0.9337,207
116,104,0.9455,527
117,104,0.9365,468
118,104,0.9333,42
119,110,0.9162,45
120,110,0.9068,733
121,110,0.9139,14
122,110,0.9349,14
123,99,0.9434,228
124,99,0.9283,40
125,99,0.9297,207
126,108,0.9471,228
127,104,0.9452,527
128,99,0.9451,228
129,126,0.9465,183
130,126,0.927,196
131,126,0.9324,197
132,116,0.945,295
133,116,0.9401,216
134,116,0.9446,235
135,116,0.9435,218
136,127,0.9447,65
137,127,0.9453,65
138,127,0.9348,65
139,127,0.9436,65
140,123,0.9399,398
141,123,0.9248,412
142,123,0.9262,412
143,123,0.9328,392
144,128,0.932,183
145,128,0.9367,196
146,128,0.9311,197
147,126,0.9471,176
148,116,0.9455,292
149,127,0.9452,65
150,147,0.9316,386
151,147,0.9417,392
152,148,0.9404,481
153,148,0.9407,459
154,149,0.9457,478
155,149,0.9386,473
156,149,0.9468,473
157,149,0.9509,473
158,137,0.9369,476
159,137,0.9488,471
160,137,0.9487,471
161,129,0.9371,392
162,129,0.9377,398
163,147,0.9471,270
164,163,0.9359,351
165,163,0.935,347
166,157,0.9519,428
167,157,0.9359,434
168,157,0.9348,432
169,157,0.9442,434
170,159,0.949,426
171,159,0.9392,432
172,159,0.941,430
173,159,0.9476,432
174,160,0.9575,426
175,160,0.9298,432
176,160,0.9533,430
177,156,0.9441,428
178,156,0.931,434
179,156,0.9316,432
180,156,0.9351,434
181,157,0.9509,432
182,181,0.9458,509
183,181,0.9365,462
184,181,0.9598,445
185,170,0.9275,462
186,170,0.928,462
187,170,0.9485,513
188,170,0.9377,447
189,176,0.9558,511
190,176,0.9449,464
191,176,0.9316,464
192,176,0.9427,410
193,166,0.9544,464
194,166,0.9459,464
195,166,0.9613,449
196,174,0.9359,462
197,174,0.9381,462
198,174,0.9533,513
199,174,0.9387,447
200,174,0.9575,511
201,184,0.9519,166
202,184,0.9482,165
203,184,0.944,166
204,184,0.9467,153
205,193,0.9474,122
206,193,0.9452,122
207,193,0.9465,112
208,193,0.9395,122
209,195,0.9543,122
210,195,0.9577,122
211,195,0.9447,112
212,195,0.952,122
213,200,0.9445,35
214,200,0.9449,35
215,200,0.9306,33
216,200,0.9456,35
217,189,0.957,35
218,189,0.9364,35
219,189,0.9347,33
220,189,0.9372,35
221,195,0.9613,116
222,184,0.9598,156
223,200,0.9575,35
224,222,0.9554,37
225,222,0.9469,37
226,222,0.943,37
227,222,0.9632,37
228,210,0.9539,93
229,210,0.9406,5
230,210,0.9531,97
231,221,0.9537,93
232,223,0.9548,5
233,223,0.9432,5
234,223,0.9532,5
235,217,0.9547,65
236,217,0.9419,60
237,217,0.957,72
238,221,0.9613,5
239,222,0.9598,25
240,210,0.9577,5
241,223,0.9575,5
242,227,0.9569,81
243,227,0.9614,43
244,227,0.9495,37
245,239,0.961,6
246,239,0.9622,6
247,239,0.9561,6
248,240,0.9563,30
249,240,0.9567,30
250,238,0.9522,30
251,241,0.953,5
252,241,0.9493,5
253,227,0.9632,84
254,238,0.9613,30
255,253,0.9624,37
256,253,0.9576,37
257,243,0.9473,234
258,243,0.95,236
259,243,0.9515,234
260,245,0.9593,38
261,245,0.9611,30
